valid|entry|cnt_words|pronounce|syllabary|english|mco
|ᎠᎪᏩᏛᏗ|6|Ije ganulvsv dohiyu uwoduhi agowhtvhdi gesoi.|ᎢᏤ ᎦᏄᎸᏒ ᏙᎯᏳ ᎤᏬᏚᎯ ᎠᎪᏩᏛᏗ ᎨᏐᎢ.|The green grass is really a beautiful sight.|
|ᎤᎸᏌᏗ|6|Sudali iga ama judlisdohdi julvsadi duhwasvi.|ᏑᏓᎵ ᎢᎦ ᎠᎹ ᏧᏟᏍᏙᏗ ᏧᎸᏌᏗ ᏚᏩᏒᎢ.|He bought six water glasses.|
|ᎦᏬᏂᎭ|6|Tsgwisdi gawoniha, asehnv hla gohusdi yadiha.|ᏥᏈᏍᏗ ᎦᏬᏂᎭ, ᎠᏎᏅ Ꮭ ᎪᎱᏍᏗ ᏯᏗᎭ.|He's talking a lot, but he's not saying anything.|
|ᏕᎬᏙᎯᎠ|6|Tuyunsdi degvtohia. Hila iga sohi dotvtohisi?|ᏚᏳᎾᏍᏗ ᏕᎬᏙᎯᎠ. ᎯᎳ ᎢᎦ ᏐᎯ ᏙᏛᏙᎯᏏ?|He's shelling peas. How many hickory nuts are you going to shell?|
|ᏫᎦᏅᎥᏍᎦ|6|Adela jutayosela uweji talsgo adelv wunvnelvi.|ᎠᏕᎳ ᏧᏔᏲᏎᎳ ᎤᏪᏥ ᏔᎵᏍᎪ ᎠᏕᎸ ᏭᏅᏁᎸᎢ.|When his son asked him for some money, he sent him a twenty dollar bill.|
|ᎭᏫᏂ|6|Eligwu tali iyatahwostanv yigeda amayi hawini.|ᎡᎵᏊ ᏔᎵ ᎢᏯᏔᏬᏍᏔᏅ ᏱᎨᏓ ᎠᎹᏱ ᎭᏫᏂ.|I can stay under water for two minutes.|
|ᎤᏁᎦ|6|Gigvha nulstanv unega uhnuwv giga duhyvsgwola.|ᎩᎬᎭ ᏄᎵᏍᏔᏅ ᎤᏁᎦ ᎤᏄᏮ ᎩᎦ ᏚᏴᏍᏉᎳ.|His white shirt got bloody when his nose started bleeding.|
|ᎠᏓᏨᎢᏍᎩ|6|gohusd usdi tsgoya adajvysgi uwajvhyv uwoyeni.|ᎪᎱᏍᏓ ᎤᏍᏗ ᏥᎪᏯ ᎠᏓᏨᎢᏍᎩ ᎤᏩᏨᏴ ᎤᏬᏰᏂ.|Some kind of a stinging bug stung him on his hand.|
|ᎤᏢᎩ|6|Hila iyanii junidlvgi aniyaa ahani junidlvgii?|ᎯᎳ ᎢᏯᏂᎢ ᏧᏂᏢᎩ ᎠᏂᏯᎠ ᎠᎭᏂ ᏧᏂᏢᎩᎢ?|How many patients are in this hospital?|
|ᎤᎵᏏᎩ|6|Sdayi agowhtvhdi ulsihgv kilo ulsihgi yuhnuwa.|ᏍᏓᏱ ᎠᎪᏩᏛᏗ ᎤᎵᏏᎬ ᎩᎶ ᎤᎵᏏᎩ ᏳᏄᏩ.|It's hard to see someone in the dark if he has on a dark shirt.|
|ᎠᎾᏓᏟᏏᎭ|6|Tsgwisdi yvwi anadahlisiha digaduhvi kohi iga.|ᏥᏈᏍᏗ ᏴᏫ ᎠᎾᏓᏟᏏᎭ ᏗᎦᏚᎲᎢ ᎪᎯ ᎢᎦ.|A lot of people are gathering in town today.|
|ᏧᎦᎾᏮᎢ|6|Juganawv didla danukdisgo sasa gola yinulstana.|ᏧᎦᏅᏮ ᏗᏜ ᏓᏄᎪᏗᏍᎪ ᏌᏌ ᎪᎳ ᏱᏄᎵᏍᏔᎾ.|Geese head south when winter comes.|
|ᎤᏒᏙᏂ|6|Ama juwedasdi jusvdoni dunesdaladv usv jigesvi.|ᎠᎹ ᏧᏪᏓᏍᏗ ᏧᏒᏙᏂ ᏚᏁᏍᏓᎳᏛ ᎤᏒ ᏥᎨᏒᎢ.|The water pipes froze last night.|
|ᏚᏠᏍᎦ|6|Hla kilo yulvkwdi uyo adanhdadisdi judlohisdii.|Ꮭ ᎩᎶ ᎤᎸᏉᏗ ᎤᏲ ᎠᏓᏅᏓᏗᏍᏗ ᏧᏠᎯᏍᏗᎢ.|No one likes to be confronted with a bad feeling.|
|ᎤᏁᏝᏅᎯ, ᎤᏁᏝᏅᎯ|6|Yihowa dudoa Unehlanvhi adiha Galvkwdi Gohweli.|ᏱᎰᏩ ᏚᏙᎠ ᎤᏁᏝᏅᎯ ᎠᏗᎭ ᎦᎸᏉᏗ ᎪᏪᎵ.|The Bible says God's name is Jehovah.|
|ᎦᏚ ᎤᎦᎾᏍᏓ|6|Gadu uganasda uwaduhnv uweji achuja udetiyisgvi.|ᎦᏚ ᎤᎦᎾᏍᏓ ᎤᏩᏚᏅ ᎤᏪᏥ ᎠᏧᏣ ᏚᏕᏘᏱᏍᎬᎢ.|He baked a cake for his son's birthday.|
|ᏐᎢ|6|Soi dikanvsulv wayvha. Sigwu soi jiskvsi.|ᏐᎢ ᏗᎧᏅᏑᎸ ᏩᏴᎭ. ᏏᏊ ᏐᎢ ᏥᏍᎬᏏ.|He went in another room. Give me another one.|
|ᏑᏓᎵ|6|Sudali iyuwahnilv sunale didla uyeisdosgoi waji.|ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏗᏜ ᎤᏰᎢᏍᏙᏍᎪᎢ ᏩᏥ.|The alarm clock wakes him up at six o'clock in the morning.|
|ᎠᏓᏩᏛᎯᏙᎭ|6|Hla ayv agwenvsv yigi ahani. Gadawahtvhidohagwu.|Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. ᎦᏓᏩᏛᎯᏙᎭᏊ.|This isn't my home. I'm just visiting.|
|ᏥᏍᏆ|6|Igada jisgwa juganowv wanilosgo gola yinulstana.|ᎢᎦᏓ ᏥᏍᏆ ᏧᎦᏃᏮ ᏩᏂᎶᏍᎪ ᎪᎳ ᏱᏄᎵᏍᏔᎾ.|Some birds migrate south in the winter.|
|ᎦᏰᎪᎩ|6|Kilo gayhgogi yigi, julotsgi ganhdada anadisgoi.|ᎩᎶ ᎦᏴᎪᎩ ᏱᎩ, ᏣᎶᏥᎩ ᎦᏅᏓᏓ ᎠᎾᏗᏍᎪᎢ.|If someone is a liar, they say he has a forked tongue.|
|ᎠᏁᏍᎨᎭ|6|Na dihnesgesgi utana jitaga uniyvsdi uhnesgehvi.|Ꮎ ᏗᏁᏍᎨᏍᎩ ᎤᏔᎾ ᏥᏔᎦ ᎤᏂᏴᏍᏗ ᎤᏁᏍᎨᎲᎢ.|The carpenter built a big chicken house.|
|ᎦᏂᏱᎭ|6|Na gihli hiniya. Hilayv jigesv ajiniyvhe?|Ꮎ ᎩᏟ ᎯᏂᏯ. ᎯᎳᏴ ᏥᎨᏒ ᎠᏥᏂᏴᎮ?|Catch the dog. When was he arrested?|
|ᎠᏞᏤᎭ|6|Udlechehdi udulvhv asesgini hla vsgi yinudvnelei.|ᎤᏞᏤᏗ ᎤᏚᎸᎲ ᎠᏎᏍᎩᏂ Ꮭ ᎥᏍᎩ ᏱᏄᏛᏁᎴᎢ.|He wanted to take revenge against him but he didn't do it.|
|ᎦᏥᏃᏏᎭ|6|Ama ulohisdi usvdoni utsgwidvnelv asehnv uwachinosahnvi.|ᎠᎹ ᎤᎶᎯᏍᏗ ᎤᏒᏙᏂ ᎤᏥᏈᏛᏁᎸ ᎠᏎᏅ ᎤᏩᏥᏃᏌᏅᎢ.|The water pipe bent, but he straightened it out.|
|ᎤᏩᏥᏍᎦᏢᎢ|6|Gado usdi hvhdisgo hnvnhdesgv ajadi uwajisgahlvi?|ᎦᏙ ᎤᏍᏗ ᎲᏗᏍᎪ ᏅᏅᏕᏍᎩ ᎠᏣᏗ ᎤᏩᏥᏍᎦᏢᎢ?|What do you use to take fish scales off?|
|ᎦᎵᏦᎯᏓ|6|Na galijohida asgaya anehldi udagesv uyohusehdii.|Ꮎ ᎦᎵᏦᎯᏓ ᎠᏍᎦᏯ ᎠᏁᎵᏗ ᎤᏓᎨᏒ ᎤᏲᎱᏎᏗᎢ.|The fat man is trying to lose weight.|
|ᎢᎸᏍᎩ|6|Ilvsgi iyuhliloda eladi uhnigisvi kila udajanelvi.|ᎢᎸᏍᎩ ᎢᏳᏟᎶᏓ ᎡᎳᏗ ᎤᏂᎩᏒᎢ ᎩᎳ ᎤᏓᏣᏁᎸᎢ.|He walked a few miles before he caught a ride.|
|ᎦᏬᏅᏗᎭ|6|Unegujv iyusdi uweji achuja nigohilv gawonhdisgoi.|ᎤᏁᎫᏨ ᎢᏳᏍᏗ ᎤᏪᏥ ᎠᏧᏣ ᏂᎪᎯᎸ ᎦᏬᏅᏗᏍᎪᎢ.|Because his son is so mean, he always lectures him.|
|ᏜᏱᎦ|6|Dlayhgv, Ogalahomi, gaduhv jigi dlayhga dudostanei.|ᏜᏱᎬ, ᎣᎦᎳᎰᎻ, ᎦᏚᎲ ᏥᎩ ᏜᏱᎦ ᏚᏙᏍᏔᏁᎢ.|The town of Jay, Oklahoma, was named after the bluejay.|
|ᏚᎵᏍᏗ|6|Dulisdi kalv Anijalagi Daligwa unisgwalveho Unadetiyisgvi.|ᏚᎵᏍᏗ ᎧᎸ ᎠᏂᏣᎳᎩ ᏓᎵᏆ ᎤᏂᏍᏆᎸᎡᎰ ᎤᎾᏕᏘᏱᏍᎬᎢ.|Cherokee Holiday is held at Tahlequah in the month of September.|
|ᏣᎳᎩ, ᎠᏣᎳᎩ|6|Hila nania Anijalagi dunilvhwisdane Jalagi Ayehlii?|ᎯᎳ ᎾᏂᎠ ᎠᏂᏣᎳᎩ ᏚᏂᎸᏫᏍᏓᏁ ᏣᎳᎩ ᎠᏰᎵᎢ?|How many Cherokees work at the Cherokee Nation?|
|ᏓᏍᏓᏲᎯᎭ|6|Segajv dusdayohlv galogwe asdayv gojanesdii iyusdi.|ᏎᎦᏨ ᏚᏍᏓᏲᏢ ᎦᎶᏇ ᎠᏍᏓᏴ ᎪᏣᏁᏍᏗᎢ ᎢᏳᏍᏗ.|He barely shot the gun because the trigger was hard to pull.|
|ᎦᏌᏆᎴᎯᎭ|6|Nuhlinigvgv kdisgo yuwasagwalehla na utana gagwatdi.|ᏄᏟᏂᎬᎬ ᎬᏗᏍᎪ ᏳᏩᏌᏆᎴᏝ Ꮎ ᎤᏔᎾ ᎦᏆᏘᏗ.|He uses all his strength when he rolls the big wheel.|
|ᎦᏅᏍᎨᏂ|6|Ganvsgeni ajiyole dahnawoi ale aginvsdesdi nulstanei.|ᎦᏅᏍᎨᏂ ᎤᏩᏌᏙᏴ ᏍᏆᏞᏍᏗ.|He was shot in his leg in a war, and it had to be amputated.|
|ᎠᏗᏏᏯᎠ|6|Hidisiya gasgilo. Hla yudlanvda galadisdi dagwalelui.|ᎯᏗᏏᏯ ᎦᏍᎩᎶ. Ꮭ ᏳᏜᏅᏓ ᎦᎳᏗᏍᏗ ᏓᏆᎴᎷᎢ.|Leave the chair. There isn't room to put it in the car.|
|ᎠᏗᎦᎴᏯᎠ|6|Digohwel gasgilv duhlav dudigaleyv digohwelod uhyala.|ᏗᎪᏪᎵ ᎦᏍᎩᎸ ᏚᏝᎥ ᏚᏗᎦᎴᏴ ᏗᎪᏪᎶᏓ ᎤᏯᎳ.|He scattered the papers on the table when he looked for his pencil.|
|ᏧᎬᏩᎶᏗ|6|Galvladi jugvwahldi igesesdi hla yidvkiwasi dagwalela|ᎦᎸᎳᏗ ᏧᎬᏩᎶᏗ ᎢᎨᏎᏍᏗ, Ꮭ ᏱᏛᎩᏩᏏ ᏓᏆᎴᎳ|If the price is too high, I'm not going to buy the car.|
|ᏅᎩᏁᎢ|6|Kuyegwona nvhgine toi anedoho igada junilvhwisdanehi.|ᎫᏰᏉᎾ ᏅᎩᏁ ᏙᎢ ᎠᏁᏙᎰ ᎢᎦᏓ ᏧᏂᎸᏫᏍᏓᏁᎯ.|Some workers have a day off on the fourth of July.|
|ᎠᎵᏔᏬᎠ|6|Nigohilv ahltawosgo, vsgihnv iyusdi uwoduhi justihga.|ᏂᎪᎯᎸ ᎠᎵᏔᏬᏍᎪ, ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏬᏚᎯ ᏧᏍᏘᎦ.|He combs his hair all the time, and that's why he has pretty hair.|
|ᎠᏰᎭ|6|Sgohi adelv jugvwahldi sagwu iyanadanhtehdi dahyehvi.|ᏍᎪᎯ ᎠᏕᎸ ᏧᎬᏩᏟᏗ ᏌᏊ ᎢᏯᎾᏓᏅᏖᏗ ᏓᏰᎲᎢ.|He had ten dollars worth of pennies in his hand.|
|ᏩᎲᏍᎦ|6|Vsgihyi talsgo nvhgine wuhnv Danisdayohihv adahnehdi.|ᎥᏍᎩᏱ ᏔᎵᏍᎪ ᏅᎩᏁ ᏭᏅ ᏓᏂᏍᏓᏲᎯᎲ ᎠᏓᏁᏗ.|He sent the Christmas gift on December the 24th.|
|ᏗᎦᎶᎩᏍᎩ|6|Digalogisgi uhwisvnv ukayosohnv nagasgvna gesv iyusdi.|ᏗᎦᎶᎩᏍᎩ ᎤᏫᏒᏅ ᎤᎧᏲᏐᏅ ᎾᎦᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ.|The farmer's crop became dry because of no rain.|
|ᎦᏌᎾᎵ|6|Gasanali dayulenvhv adawelagisgv na gahljode jugohnvi.|ᎦᏌᎾᎵ ᏓᏳᎴᏅᎲ ᎠᏓᏪᎳᎩᏍᎬ Ꮎ ᎦᎵᏦᏕ ᏧᎪᏅᎢ.|The fire started at the roof when the house burned.|
|ᏑᎾᎴᎢ, ᏏᎾᎴᎢ|6|Sunale tali yuwahnilv jigesesdi dasvsdi digadlohisdii.|ᏑᎾᎴ ᏔᎵ ᏳᏩᏂᎸ ᏥᎨᏎᏍᏗ ᏓᏒᏍᏗ ᏗᎦᏠᎯᏍᏗᎢ.|Our meeting is scheduled for tomorrow at two o'clock.|
|ᎦᏣᎵᎪᏍᎦ|6|Gahljode uyvsdi yuduli wesa, galohisdi degajaligosgoi.|ᎦᎵᏦᏕ ᎤᏴᏍᏗ ᏳᏚᎵ ᏪᏌ, ᎦᎶᎯᏍᏗ ᏕᎦᏣᎵᎪᏍᎪᎢ.|When the cat wants to go inside the house, he scratches on the door.|
|ᏧᎿᏦᏍᏗ|6|Gohidi udihlehgv yigane unvdi juhnajosdi nigalsdisgoi.|ᎪᎯᏗ ᎤᏗᏞᎬ ᏱᎦᏁ ᎤᏅᏗ, ᏧᎿᏦᏍᏗ ᏂᎦᎵᏍᏗᏍᎪᎢ.|If milk is left out in the heat too long, it becomes sour.|
|ᎠᎵᏣᏙᎲᏍᎩ|6|Joi iyanii juweji anichuja anahljadohvsgi nunalstanvi.|ᏦᎢ ᎢᏯᏂᎢ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ ᏄᎾᎵᏍᏔᏅᎢ.|Three of his sons became preachers.|
|ᎤᏪᏴᎢ|6|Aginulvhnv digisohisdi uweyvi sdayi ganohugisgv iyusdi.|ᎠᎩᏄᎸᏅ ᏗᎩᏐᎯᏍᏗ ᎤᏪᏴᎢ ᏍᏓᏱ ᎦᏃᎱᎩᏍᎬ ᎢᏳᏍᏗ.|I couldn't cross the river because it was too swift.|
|ᎦᎴᎠ|6|Ayehli ulesv udlawadvi. Dihnawo dulesv talujohi.|ᎠᏰᏟ ᎤᎴᏒ ᎤᏜᏩᏛᎢ. ᏗᎿᏬ ᏚᎴᏒ ᏔᎷᏦᎯ.|He took a half dollar out of his pocket. He took some clothes out of a basket|
|ᎦᏪᏐᎸᏍᏗᎭ|6|Ina yiduhilena wahga ilvsgi iyuwakdi degawesolvsdisgoi.|ᎢᎾ ᏱᏚᎯᎴᎾ ᏩᎦ ᎢᎸᏍᎩ ᎢᏳᏩᎦᏗ ᏕᎦᏪᏐᎸᏍᏗᏍᎪᎢ.|When he drives the cattle for a long distance he rests them a few times.|
|ᎤᏪᏥ ᎠᎨᏯ|6|Na udaji uwejihnv agehya unihloyi digegaganhdii.|Ꮎ ᎤᏓᏥ ᎤᏪᏥᏅ ᎠᎨᏯ ᎤᏂᏠᏱ ᏗᎨᎦᎦᏅᏗᎢ.|The mother and xher daughter look alike.|
|ᏑᏟᎶᏓ|6|Tali iyuhliloda uhilidolv suhliloda kanugahli gadesgvi.|ᏔᎵ ᎢᏳᏟᎶᏓ ᎤᎯᎵᏙᎸ ᏑᏟᎶᏓ ᎧᏄᎦᏟ ᎦᏕᏍᎬᎢ.|It took him two hours to pick a gallon of blackberries.|
|ᎠᏍᏆᏂᎪᏍᎦ|6|Usgwanigosv nahidiyv udehlohgwav ugoliyedi uweji achuja.|ᎤᏍᏆᏂᎪᏒ ᎾᎯᏗᏴ ᎤᏕᏠᏆᎥ ᎤᎪᎵᏰᏗ ᎤᏪᏥ ᎠᏧᏣ.|He was amazed at how fast his son learned to read.|
|ᎠᎳᏍᏓᎡᎭ|6|Alasdaesgv uhlv inada. Nigohilv yvwi dalasdaesgoi.|ᎠᎳᏍᏓᎡᏍᎬ ᎤᏢ ᎢᎾᏓ. ᏂᎪᎯᎸ ᏴᏫ ᏓᎳᏍᏓᎡᏍᎪᎢ.|He killed the snake by tromping on it. He always speaks badly of people.|
|ᏥᏆᎴᏆᎳ|6|Tsgwalegwala nigawesgv gatvgisgo julsihnvda adanelv navi.|ᏥᏆᎴᏆᎳ ᏂᎦᏪᏍᎬ ᎦᏛᎩᏍᎪ ᏧᎵᏏᏅᏓ ᎠᏓᏁᎸ ᎾᎥᎢ.|I hear a whippoorwill every night close to the house.|
|ᎠᏟᏴᏈᏛᏍᎦ|6|Dagwalela gvhdi uwahnila talugisgi getv, uhliyvhgwidvnvi.|ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ, ᎤᏟᏴᏈᏛᏅᎢ.|When he hit the steel post with a car, it bent.|
|ᏗᎫᎪᏗᏍᎩ|6|Josgo jusvhida junadasdudi uyvsdi duwukdanelv digukdisgi.|ᏦᏍᎪ ᏧᏒᎯᏓ ᏧᎾᏓᏍᏚᏗ ᎤᏴᏍᏗ ᏚᏬᎪᏓᏁᎸ ᏗᎫᎪᏗᏍᎩ.|The judge sentenced him to thirty days in jail.|
|ᏗᎾᏓᏅᏟ|6|Dinadahnvhlis hia anichuja? Kohiyv dagaluhji dinadahnvhli.|ᏗᎾᏓᏅᏟᏍ ᎯᎠ ᎠᏂᏧᏣ? ᎪᎯᏴ ᏓᎦᎷᏥ ᏗᎾᏓᏅᏟ.|Are these boys brothers? His brother is coming in a little while.|
|ᎠᏓᏁᏗ|6|Danisdayohihv nav yigi, didahnehdi anadaneanesvhvsgo yvwi.|ᏓᏂᏍᏓᏲᎯᎲ ᎾᎥ ᏱᎩ, ᏗᏓᏁᏗ ᎠᎾᏓᏁᎠᏁᏒᎲᏍᎪ ᏴᏫ.|When it's close to Christmas, people shop for gifts.|
|ᎠᎬᏓᎨᏂ|6|Ganiyisgi sgwahlesdi ganiyisgv dunvda agvdageni uwahnilvi.|ᎦᏂᏱᏍᎩ ᏍᏆᏞᏍᏗ ᎦᏂᏱᏍᎬ ᏚᏅᏓ ᎠᎬᏓᎨᏂ ᎤᏩᏂᎸᎢ.|When the catcher missed catching the ball, it hit him on his forehead.|
|ᎦᏌᏙᏍᎦ|6|Suhliloda iyudanvhida uwasadohyv dagwalela kila uhnigisvi.|ᏑᏟᎶᏓ ᎢᏳᏓᏅᎯᏓ ᎤᏩᏌᏙᏴ ᏓᏆᎴᎳ ᎩᎳ ᎤᏂᎩᏒᎢ.|He pushed the car for a mile before it started.|
|ᎦᎶᏁᎠ|6|Dodajiloneisv gayewsgi asehnv gayula juloneda gesvi.|ᏙᏓᏥᎶᏁᎢᏒ ᎦᏰᏫᏍᎩ ᎠᏎᏅ ᎦᏳᎳ ᏧᎶᏁᏓ ᎦᏒᎢ.|I was going to oil the sewing machine, but he had already oiled it.|
|ᎦᏐᏆᏘ|6|Gachinosda nalsdvhlusgvna gesv iyusdi gasohgwati nulstanvi.|ᎦᏥᏃᏍᏓ ᎾᎵᏍᏛᏡᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ ᎦᏐᏆᏘ ᏄᎵᏍᏔᏅᎢ.|He became humpbacked because he wouldn't sit up straight.|
|ᎦᎷᏯᏍᏗ|6|Judanvgalvda nidowahnvna yigi dijesdo galuysdi yanhkilvvga.|ᏧᏓᏅᎦᎸᏓ ᏂᏙᏩᏅᎾ ᏱᎩ ᏗᏤᏍᏙ ᎦᎷᏯᏍᏗ ᏯᎾᎩᎸᎥᎦ.|If you don't keep the mattresses clean, bed bugs will get on them.|
|ᎠᏍᏚᎲᏍᎦ|6|Hisduhvga galohisdii. Uhyvsdeda yigi kilo asduhvsgoi.|ᎯᏍᏚᎲᎦ ᎦᎶᎯᏍᏗᎢ. ᎤᏴᏍᏕᏓ ᏱᎩ ᎩᎶ ᎠᏍᏚᎲᏍᎪᎢ.|Close the door. If someone is drunk, he jails him.|
|ᏓᎦᏘᏅᏛᏍᎦ|6|Igada agalisgv yanedoha julsihgi diktinvtdi danaktinvtvsgoi.|ᎢᎦᏓ ᎠᎦᎵᏍᎬ ᏯᏁᏙᎭ ᏧᎵᏏᎩ ᏗᎦᏘᏅᏘᏗ ᏓᎾᎦᏘᏅᏛᏍᎪᎢ.|When some people are in the sun, they put on dark glasses.|
|ᎠᏓᎾᏁᏒᎲᏍᎦ|6|Tsgwisdi udananesvhvsdi uduli asehnv tsgwisdi dagvwahldidana.|ᏥᏈᏍᏗ ᎤᏓᎾᏁᏒᎲᏍᏗ ᎤᏚᎵ ᎠᏎᏅ ᏥᏈᏍᏗ ᏓᎬᏩᎶᏗᏓᎾ.|He wants to do a lot of shopping, but the prices are too high.|
|ᏂᎬᎢ|6|Nikv uwehisdanelidoha adiha. Nikv uwedolidasdi ulvkwdi.|ᏂᎬ ᎤᏪᎯᏍᏓᏁᎵᏙᎭ ᎠᏗᎭ. ᏂᎬ ᎤᏪᏙᎵᏓᏍᏗ ᎤᎸᏉᏗ.|He says he hurts all over. He likes to go everywhere.|
|ᏍᏊ, ᎥᏍᏊ|6|Kohi iga dagilvhwisdaneha, sunalehnv vsgwu dodvgilvhwisdaneli.|ᎪᎯ ᎢᎦ ᏓᎩᎸᏫᏍᏓᏁᎭ, ᏑᎾᎴᏅ ᎥᏍᏊ ᏙᏛᎩᎸᏫᏍᏓᏁᎵ.|I am working today, and I will work tomorrow also.|
|ᎤᎦᎶᎦ|6|Uligohvsdi iyv jugaloga judalehnvda julisuhwida nidodagalstani.|ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏧᎦᎶᎦ ᏧᏓᎴᏅᏓ ᏧᎵᏑᏫᏓ ᏂᏙᏓᎦᎵᏍᏔᏂ.|In the fall the leaves will turn into different colors.|
|ᏓᏒᏍᏗᎭ|6|Unadodagwohnv usv uwonihisdi dusvstanvi gvwhtayosela uwonihisdii.|ᎤᎾᏙᏓᏉᏅ ᎤᏒ ᎤᏬᏂᎯᏍᏗ ᏚᏒᏍᏔᏅᎢ ᎬᏩᏔᏲᏎᎳ ᎤᏬᏂᎯᏍᏗᎢ.|He scheduled his speech for Monday night when asked to speak.|
|ᎠᏲᏟ|6|Diniyohli sgwahlesdi dananelohvsga. Diyohli nvya duwutesvi.|ᏗᏂᏲᏟ ᏍᏆᎴᏍᏗ ᏓᎾᏁᎶᎲᏍᎦ. ᏗᏲᏟ ᏅᏯ ᏚᏭᏖᏒᎢ.|The children are playing ball. He picked up some small rocks.|
|ᏗᏣᎳᎩ|6|Nigadu iyagwadetiyvda jigesv agwadehlohgwav Dijalagi digigoliyedii.|ᏂᎦᏚ ᎢᏯᏆᏕᏘᏴᏓ ᏥᎨᏒ ᎠᏆᏕᏠᏆᎥ ᏗᏣᎳᎩ ᏗᎩᎪᎵᏰᏗᎢ.|I learned to read Cherokee when I was fourteen years old.|
|ᎠᎱᏣᏬᎳᏛᎢ|6|Sdikidagwu aksgani didla yudijakahnana, yuhwigohwahta ahujawoladvi.|ᏍᏗᎩᏓᏊ ᎠᎦᏍᎦᎾᎢ ᏗᏜ ᏳᏗᏣᎧᎿᎾ, ᏳᏫᎪᏩᏔ ᎠᎱᏣᏬᎳᏛᎢ.|If you will look just a little to the left, you will see a chimney.|
|ᏃᏯ, ᏃᏱ|6|Degalanvdv yidunesdalada noya anilageydvsgoi nvnohi junilvhwisdanehi.|ᏕᎦᎳᏅᏛ ᏱᏚᏁᏍᏓᎳᏓ ᏃᏯ ᎠᏂᎳᎨᏯᏛᏍᎪᎢ ᏅᏃᎯ ᏧᏂᎸᏫᏍᏓᏁᎯ.|When the streets freeze over, the road maintenance crews dump sand on them.|
|ᎠᏓᏱᎭ|6|Unosgisv aguistana, udahyilvi. Jiyadayiha, hlahehno yijiyoliga.|ᎤᏃᏍᎩᏒ ᎠᎫᎢᏍᏔᎾ, ᎤᏓᏱᎸᎢ. ᏥᏯᏓᏱᎭ, ᏝᎮᏃ ᏱᏥᏲᎵᎦ.|When he was accused of stealing, he denied it. I am denying him because I don't know him.|
|ᎪᎢ|6|Unigodi Anijalagi dinadehlohgwasgi danadehlogwasgo Goi Junadehlohgwasdi.|ᎤᏂᎪᏗ ᎠᏂᏣᎳᎩ ᏗᎾᏕᏠᏆᏍᎩ ᏓᎾᏕᏠᏆᏍᎪ ᎪᎢ ᏧᎾᏕᏠᏆᏍᏗ.|A lot of Cherokee students go to school at Greasy School.|
|ᎠᏴᏈᏛᏍᎦ|6|Hlesdi jihihyvhgwidvni! Jisgwadv jiyewisgv hyehgahli dajiyvhgwidvni.|ᏞᏍᏗ ᏥᎯᏴᏈᏛᏂ! ᏥᏍᏆᏛ ᏥᏰᏫᏍᎬ ᏰᎦᏟ ᏓᏥᏴᏈᏛᏂ.|Don't bend it! When I finish sewing the quilt, I am going to hem it.|
|ᎪᎱᏍᏗ, ᎪᏍᏗ|7|Gohusdi unihyo asehnv hla yagwanhta iyusdi gesvi.|ᎪᎱᏍᏗ ᎤᏂᏲ ᎠᏎᏅ Ꮭ ᏯᏆᎾᏔ ᎢᏳᏍᏗ ᎨᏒᎢ.|They are looking for something, but I don't know what it is.|
|ᎢᏤᎢ|7|Uweti dagwalela juhv asehnv nogwu ije uha.|ᎤᏪᏘ ᏓᏆᎴᎳ ᏧᎲ ᎠᏎᏅ ᏃᏊ ᎢᏤ ᎤᎭ.|He used to have an old car, but now he has a new one.|
|ᎠᎦᎵᎭ|7|Usgosdi agalisgo nvda iyuhno kali nvda yigi.|ᎤᏍᎪᏍᏗ ᎠᎦᎵᏍᎪ ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ.|The moon shines brightly if it's a full moon.|
|ᎠᎵᏖᎸᎲᏍᎦ|7|Hla ulihwojv yigi na inada. Si ahltelvhvsgagwu.|Ꮭ ᎤᎵᏬᏨ ᏱᎩ Ꮎ ᎢᎾᏓ. Ꮟ ᎠᎵᏖᎸᎲᏍᎦᏊ.|The snake isn't dead. It's still moving.|
|ᎦᏍᏉᎢᎭ|7|Ama gasgwoiha na gadulida ahnawo jigada asildvi.|ᎠᎹ ᎦᏍᏆᎣᎢᎭ Ꮎ ᎦᏚᎵᏓ ᎠᎿᏬ ᏥᎦᏓ ᎠᏏᎳᏛᎢ.|Water is dripping from the wet cloth hanging on a line.|
|ᎤᎧᏲᏓ|7|Nelagi jugahnanv svhi, gayula ukahyoda igi gadohi.|ᏁᎳᎩ ᏧᎦᎿᏅ ᏒᎯ, ᎦᏳᎳ ᎤᎧᏲᏓ ᎢᎩ ᎦᏙᎯ.|Although it rained yesterday, the ground is already dry.|
